orig_index	motif_id	region_id	corr_coeff	pvalues	adj_pvalues
74	ZNF415_M08337_2.00	chr6:7588584-7588599	1.0	1.4042654220543672e-24	7.554947970652495e-23
35	ZNF417_M07639_2.00	chr6:109892682-109892703	1.0	1.4042654220543672e-24	6.27238555184284e-23
32	ZNF417_M07639_2.00	chr6:44238088-44238109	-1.0	1.4042654220543672e-24	6.27238555184284e-23
52	ZNF417_M07639_2.00	chr8:127677363-127677384	-1.0	1.4042654220543672e-24	6.27238555184284e-23
43	ZNF417_MA1727.1	chr13:20489379-20489394	1.0	1.4042654220543672e-24	6.038341314833779e-23
62	ZNF417_MA1727.1	chr17:81513271-81513286	-1.0	1.4042654220543672e-24	6.038341314833779e-23
382	ZNF418_M07712_2.00	chr10:4943329-4943359	-1.0	1.4042654220543672e-24	3.117469236960695e-22
579	ZNF418_M07712_2.00	chr17:82877227-82877257	-1.0	1.4042654220543672e-24	3.117469236960695e-22
626	ZNF418_M07712_2.00	chr20:29373449-29373479	-1.0	1.4042654220543672e-24	3.117469236960695e-22
125	ZNF418_M08376_2.00	chr14:23183494-23183509	1.0	1.4042654220543672e-24	4.886843668749198e-23
23	ZNF418_M08376_2.00	chr2:184213032-184213047	1.0	1.4042654220543672e-24	4.886843668749198e-23
57	ZNF418_M08376_2.00	chr6:33710500-33710515	1.0	1.4042654220543672e-24	4.886843668749198e-23
80	ZNF418_M08376_2.00	chr7:156368200-156368215	1.0	1.4042654220543672e-24	4.886843668749198e-23
71	ZNF418_M08376_2.00	chr7:38797605-38797620	-1.0	1.4042654220543672e-24	4.886843668749198e-23
123	ZNF418_MA1980.1	chr14:23183494-23183509	1.0	1.4042654220543672e-24	3.3702370129304817e-23
136	ZNF418_MA1980.1	chr16:83762637-83762652	1.0	1.4042654220543672e-24	3.3702370129304817e-23
27	ZNF418_MA1980.1	chr2:184213032-184213047	1.0	1.4042654220543672e-24	3.3702370129304817e-23
49	ZNF418_MA1980.1	chr5:90940818-90940833	-1.0	1.4042654220543672e-24	3.3702370129304817e-23
60	ZNF418_MA1980.1	chr6:33710500-33710515	1.0	1.4042654220543672e-24	3.3702370129304817e-23
77	ZNF418_MA1980.1	chr7:156368200-156368215	1.0	1.4042654220543672e-24	3.3702370129304817e-23
72	ZNF418_MA1980.1	chr7:38797605-38797620	-1.0	1.4042654220543672e-24	3.3702370129304817e-23
179	ZNF419_M07572_2.00	chr10:116627496-116627517	1.0	1.4042654220543672e-24	8.425592532326203e-23
259	ZNF419_M07572_2.00	chr16:83802803-83802824	1.0	1.4042654220543672e-24	8.425592532326203e-23
268	ZNF419_M07572_2.00	chr17:20802081-20802102	1.0	1.4042654220543672e-24	8.425592532326203e-23
275	ZNF419_M07572_2.00	chr17:39246008-39246029	-1.0	1.4042654220543672e-24	8.425592532326203e-23
55	ZNF419_M07572_2.00	chr2:109146831-109146852	1.0	1.4042654220543672e-24	8.425592532326203e-23
79	ZNF419_M07572_2.00	chr3:170050165-170050186	1.0	1.4042654220543672e-24	8.425592532326203e-23
239	ZNF419_M08291_2.00	chr10:89467109-89467130	1.0	1.4042654220543672e-24	6.771679924128837e-23
278	ZNF419_M08291_2.00	chr12:117159905-117159926	-1.0	1.4042654220543672e-24	6.771679924128837e-23
267	ZNF419_M08291_2.00	chr12:12433791-12433812	1.0	1.4042654220543672e-24	6.771679924128837e-23
327	ZNF419_M08291_2.00	chr16:62805396-62805417	-1.0	1.4042654220543672e-24	6.771679924128837e-23
382	ZNF419_M08291_2.00	chr19:39154926-39154947	1.0	1.4042654220543672e-24	6.771679924128837e-23
67	ZNF419_M08291_2.00	chr2:109146831-109146852	1.0	1.4042654220543672e-24	6.771679924128837e-23
99	ZNF419_M08291_2.00	chr3:170050165-170050186	1.0	1.4042654220543672e-24	6.771679924128837e-23
143	ZNF419_M08291_2.00	chr6:33740374-33740395	1.0	1.4042654220543672e-24	6.771679924128837e-23
212	ZNF419_M08291_2.00	chr9:13688666-13688687	-1.0	1.4042654220543672e-24	6.771679924128837e-23
190	ZNF41_M08245_2.00	chr21:17901265-17901280	1.0	1.4042654220543672e-24	6.916007203617761e-23
27	ZNF41_M08245_2.00	chr2:105796609-105796624	1.0	1.4042654220543672e-24	6.916007203617761e-23
33	ZNF41_M08245_2.00	chr2:218397453-218397468	1.0	1.4042654220543672e-24	6.916007203617761e-23
73	ZNF41_M08245_2.00	chr6:33702590-33702605	1.0	1.4042654220543672e-24	6.916007203617761e-23
461	ZNF41_M08313_2.00	chr17:352388-352421	1.0	1.4042654220543672e-24	1.899268983328532e-22
5	ZNF41_M08313_2.00	chr1:14742498-14742531	-1.0	1.4042654220543672e-24	1.899268983328532e-22
79	ZNF41_M08313_2.00	chr2:105796596-105796629	1.0	1.4042654220543672e-24	1.899268983328532e-22
229	ZNF41_M08313_2.00	chr7:70716773-70716806	-1.0	1.4042654220543672e-24	1.899268983328532e-22
310	ZNF41_ZNF41_HUMAN.H11MO.0.C	chr21:38834754-38834778	-1.0	1.4042654220543672e-24	4.620033238558868e-22
47	ZNF425_M07758_2.00	chr11:111878535-111878542	-1.0	1.4042654220543672e-24	6.248981128141934e-23
38	ZNF425_M07758_2.00	chr9:41356942-41356949	1.0	1.4042654220543672e-24	6.248981128141934e-23
217	ZNF429_M07714_2.00	chr19:18000910-18000931	1.0	1.4042654220543672e-24	1.6991611606857841e-22
104	ZNF429_M07714_2.00	chr9:113275608-113275629	1.0	1.4042654220543672e-24	1.6991611606857841e-22
115	ZNF430_M07575_2.00	chr10:116627501-116627519	1.0	1.4042654220543672e-24	5.869829464187255e-23
116	ZNF430_M07575_2.00	chr10:116627639-116627657	1.0	1.4042654220543672e-24	5.869829464187255e-23
204	ZNF430_M07575_2.00	chr22:46487541-46487559	1.0	1.4042654220543672e-24	5.869829464187255e-23
23	ZNF430_M07575_2.00	chr2:156254926-156254944	-1.0	1.4042654220543672e-24	5.869829464187255e-23
38	ZNF430_M07575_2.00	chr3:72337074-72337092	1.0	1.4042654220543672e-24	5.869829464187255e-23
5	ZNF431_M07711_2.00	chr1:16707539-16707554	-1.0	1.4042654220543672e-24	3.4685355924742867e-22
702	ZNF432_M07773_2.00	chr10:133127976-133128006	-1.0	1.4042654220543672e-24	1.001709334398782e-22
706	ZNF432_M07773_2.00	chr11:560792-560822	-1.0	1.4042654220543672e-24	1.001709334398782e-22
800	ZNF432_M07773_2.00	chr12:120496036-120496066	1.0	1.4042654220543672e-24	1.001709334398782e-22
1004	ZNF432_M07773_2.00	chr17:27349476-27349506	1.0	1.4042654220543672e-24	1.001709334398782e-22
1010	ZNF432_M07773_2.00	chr17:39245998-39246028	-1.0	1.4042654220543672e-24	1.001709334398782e-22
1026	ZNF432_M07773_2.00	chr17:41717485-41717515	-1.0	1.4042654220543672e-24	1.001709334398782e-22
1079	ZNF432_M07773_2.00	chr18:48992254-48992284	1.0	1.4042654220543672e-24	1.001709334398782e-22
1126	ZNF432_M07773_2.00	chr19:24059705-24059735	-1.0	1.4042654220543672e-24	1.001709334398782e-22
23	ZNF432_M07773_2.00	chr1:16707541-16707571	-1.0	1.4042654220543672e-24	1.001709334398782e-22
114	ZNF432_M07773_2.00	chr1:205934239-205934269	-1.0	1.4042654220543672e-24	1.001709334398782e-22
47	ZNF432_M07773_2.00	chr1:31830267-31830297	-1.0	1.4042654220543672e-24	1.001709334398782e-22
1213	ZNF432_M07773_2.00	chr21:17901252-17901282	1.0	1.4042654220543672e-24	1.001709334398782e-22
192	ZNF432_M07773_2.00	chr2:109146837-109146867	1.0	1.4042654220543672e-24	1.001709334398782e-22
323	ZNF432_M07773_2.00	chr4:67701157-67701187	1.0	1.4042654220543672e-24	1.001709334398782e-22
540	ZNF432_M07773_2.00	chr7:142502636-142502666	-1.0	1.4042654220543672e-24	1.001709334398782e-22
509	ZNF432_M07773_2.00	chr7:33062886-33062916	1.0	1.4042654220543672e-24	1.001709334398782e-22
525	ZNF432_M07773_2.00	chr7:97930838-97930868	1.0	1.4042654220543672e-24	1.001709334398782e-22
1258	ZNF432_M07773_2.00	chrX:1661580-1661610	-1.0	1.4042654220543672e-24	1.001709334398782e-22
26	ZNF433_M07726_2.00	chr10:33264316-33264331	1.0	1.4042654220543672e-24	7.583033279093584e-23
84	ZNF436_M08305_2.00	chr6:30810896-30810911	1.0	1.4042654220543672e-24	3.6370474431208113e-22
93	ZNF439_M07627_2.00	chr10:30027266-30027280	-1.0	1.4042654220543672e-24	4.886843668749198e-23
97	ZNF439_M07627_2.00	chr11:9573140-9573154	1.0	1.4042654220543672e-24	4.886843668749198e-23
116	ZNF439_M07627_2.00	chr15:63247269-63247283	1.0	1.4042654220543672e-24	4.886843668749198e-23
128	ZNF439_M07627_2.00	chr17:1590669-1590683	-1.0	1.4042654220543672e-24	4.886843668749198e-23
65	ZNF439_M07627_2.00	chr7:945560-945574	-1.0	1.4042654220543672e-24	4.886843668749198e-23
198	ZNF441_M07717_2.00	chr19:43439416-43439428	1.0	1.4042654220543672e-24	6.178767857039215e-23
15	ZNF441_M07717_2.00	chr1:39691468-39691480	-1.0	1.4042654220543672e-24	6.178767857039215e-23
208	ZNF441_M07717_2.00	chr20:63641223-63641235	-1.0	1.4042654220543672e-24	6.178767857039215e-23
58	ZNF441_M07717_2.00	chr3:126476143-126476155	1.0	1.4042654220543672e-24	6.178767857039215e-23
105	ZNF441_M07717_2.00	chr8:143246498-143246510	1.0	1.4042654220543672e-24	6.178767857039215e-23
266	ZNF442_M07742_2.00	chr16:23641994-23642023	1.0	1.4042654220543672e-24	4.746417126543762e-23
288	ZNF442_M07742_2.00	chr17:82160109-82160138	-1.0	1.4042654220543672e-24	4.746417126543762e-23
300	ZNF442_M07742_2.00	chr19:14026334-14026363	1.0	1.4042654220543672e-24	4.746417126543762e-23
47	ZNF442_M07742_2.00	chr2:15915794-15915823	-1.0	1.4042654220543672e-24	4.746417126543762e-23
44	ZNF442_M07742_2.00	chr2:9896677-9896706	-1.0	1.4042654220543672e-24	4.746417126543762e-23
78	ZNF442_M07742_2.00	chr3:128878807-128878836	1.0	1.4042654220543672e-24	4.746417126543762e-23
98	ZNF442_M07742_2.00	chr4:77179950-77179979	-1.0	1.4042654220543672e-24	4.746417126543762e-23
143	ZNF442_M07742_2.00	chr7:26166121-26166150	1.0	1.4042654220543672e-24	4.746417126543762e-23
163	ZNF442_M07742_2.00	chr8:105681219-105681248	1.0	1.4042654220543672e-24	4.746417126543762e-23
167	ZNF442_M07742_2.00	chr8:124044709-124044738	-1.0	1.4042654220543672e-24	4.746417126543762e-23
264	ZNF443_M07659_2.00	chr10:123705733-123705754	1.0	1.4042654220543672e-24	6.94331236460215e-23
269	ZNF443_M07659_2.00	chr11:9714924-9714945	1.0	1.4042654220543672e-24	6.94331236460215e-23
287	ZNF443_M07659_2.00	chr12:101699205-101699226	1.0	1.4042654220543672e-24	6.94331236460215e-23
334	ZNF443_M07659_2.00	chr16:5622403-5622424	1.0	1.4042654220543672e-24	6.94331236460215e-23
353	ZNF443_M07659_2.00	chr17:39246020-39246041	-1.0	1.4042654220543672e-24	6.94331236460215e-23
393	ZNF443_M07659_2.00	chr19:10593807-10593828	-1.0	1.4042654220543672e-24	6.94331236460215e-23
397	ZNF443_M07659_2.00	chr19:16194011-16194032	-1.0	1.4042654220543672e-24	6.94331236460215e-23
431	ZNF443_M07659_2.00	chr22:23821955-23821976	-1.0	1.4042654220543672e-24	6.94331236460215e-23
442	ZNF443_M07659_2.00	chrX:104742579-104742600	1.0	1.4042654220543672e-24	6.94331236460215e-23
96	ZNF445_M07674_2.00	chr11:62612536-62612565	-1.0	1.4042654220543672e-24	1.2287322442975712e-22
32	ZNF445_M07674_2.00	chr2:153294167-153294196	-1.0	1.4042654220543672e-24	1.2287322442975712e-22
241	ZNF449_M08344_2.00	chr11:66002323-66002344	-1.0	1.4042654220543672e-24	7.583033279093584e-23
275	ZNF449_M08344_2.00	chr14:68979138-68979159	1.0	1.4042654220543672e-24	7.583033279093584e-23
308	ZNF449_M08344_2.00	chr16:10578730-10578751	-1.0	1.4042654220543672e-24	7.583033279093584e-23
318	ZNF449_M08344_2.00	chr16:85760034-85760055	-1.0	1.4042654220543672e-24	7.583033279093584e-23
3	ZNF449_M08344_2.00	chr1:11909539-11909560	-1.0	1.4042654220543672e-24	7.583033279093584e-23
28	ZNF449_M08344_2.00	chr1:203792571-203792592	-1.0	1.4042654220543672e-24	7.583033279093584e-23
190	ZNF449_M08344_2.00	chr8:144786870-144786891	-1.0	1.4042654220543672e-24	7.583033279093584e-23
176	ZNF449_M08344_2.00	chr8:18562541-18562562	-1.0	1.4042654220543672e-24	7.583033279093584e-23
73	ZNF449_MA1656.1	chr7:26166126-26166140	1.0	1.4042654220543672e-24	2.808530844108734e-22
388	ZNF44_M07731_2.00	chr14:70809475-70809505	-1.0	1.4042654220543672e-24	6.927709415468211e-23
399	ZNF44_M07731_2.00	chr15:30991962-30991992	1.0	1.4042654220543672e-24	6.927709415468211e-23
440	ZNF44_M07731_2.00	chr17:1203571-1203601	1.0	1.4042654220543672e-24	6.927709415468211e-23
30	ZNF44_M07731_2.00	chr1:145818204-145818234	1.0	1.4042654220543672e-24	6.927709415468211e-23
1	ZNF44_M07731_2.00	chr1:977054-977084	1.0	1.4042654220543672e-24	6.927709415468211e-23
570	ZNF44_M07731_2.00	chr22:35349845-35349875	1.0	1.4042654220543672e-24	6.927709415468211e-23
573	ZNF44_M07731_2.00	chr22:36482088-36482118	1.0	1.4042654220543672e-24	6.927709415468211e-23
105	ZNF44_M07731_2.00	chr2:235747919-235747949	-1.0	1.4042654220543672e-24	6.927709415468211e-23
131	ZNF44_M07731_2.00	chr3:196970001-196970031	1.0	1.4042654220543672e-24	6.927709415468211e-23
134	ZNF44_M07731_2.00	chr4:4248159-4248189	1.0	1.4042654220543672e-24	6.927709415468211e-23
214	ZNF44_M07731_2.00	chr7:33062884-33062914	1.0	1.4042654220543672e-24	6.927709415468211e-23
216	ZNF44_M07731_2.00	chr7:55101592-55101622	-1.0	1.4042654220543672e-24	6.927709415468211e-23
322	ZNF454_M07651_2.00	chr12:117159918-117159947	-1.0	1.4042654220543672e-24	2.5136351054773172e-22
13	ZNF454_M07651_2.00	chr1:21345445-21345474	-1.0	1.4042654220543672e-24	2.5136351054773172e-22
127	ZNF454_M07651_2.00	chr3:196969996-196970025	1.0	1.4042654220543672e-24	2.5136351054773172e-22
28	ZNF454_M08346_2.00	chr1:160085103-160085130	-1.0	1.4042654220543672e-24	2.0361848619788325e-22
77	ZNF454_M08346_2.00	chr2:159137395-159137422	-1.0	1.4042654220543672e-24	2.0361848619788325e-22
165	ZNF454_M08346_2.00	chr7:2267064-2267091	1.0	1.4042654220543672e-24	2.0361848619788325e-22
44	ZNF454_MA1712.1	chr1:244451185-244451203	-1.0	1.4042654220543672e-24	8.197399401242368e-23
451	ZNF454_MA1712.1	chr22:37658386-37658404	1.0	1.4042654220543672e-24	8.197399401242368e-23
69	ZNF454_MA1712.1	chr2:98731230-98731248	-1.0	1.4042654220543672e-24	8.197399401242368e-23
111	ZNF454_MA1712.1	chr3:194853370-194853388	-1.0	1.4042654220543672e-24	8.197399401242368e-23
162	ZNF454_MA1712.1	chr6:100881393-100881411	-1.0	1.4042654220543672e-24	8.197399401242368e-23
174	ZNF454_MA1712.1	chr7:2267067-2267085	1.0	1.4042654220543672e-24	8.197399401242368e-23
236	ZNF454_MA1712.1	chr9:135412697-135412715	-1.0	1.4042654220543672e-24	8.197399401242368e-23
466	ZNF454_MA1712.1	chrX:153743740-153743758	-1.0	1.4042654220543672e-24	8.197399401242368e-23
100	ZNF45_M07579_2.00	chr17:1590673-1590684	-1.0	1.4042654220543672e-24	6.459620941450089e-23
133	ZNF45_M07579_2.00	chr22:35350062-35350073	1.0	1.4042654220543672e-24	6.459620941450089e-23
59	ZNF45_M07579_2.00	chr8:127672186-127672197	1.0	1.4042654220543672e-24	6.459620941450089e-23
10	ZNF45_M08304_2.00	chr2:105796616-105796625	1.0	1.4042654220543672e-24	4.8447157060875666e-23
7	ZNF45_M08304_2.00	chr2:30666602-30666611	-1.0	1.4042654220543672e-24	4.8447157060875666e-23
262	ZNF460_M07727_2.00	chr11:69123148-69123160	-1.0	1.4042654220543672e-24	5.0445534776876116e-23
339	ZNF460_M07727_2.00	chr16:23642013-23642025	1.0	1.4042654220543672e-24	5.0445534776876116e-23
353	ZNF460_M07727_2.00	chr16:88785252-88785264	-1.0	1.4042654220543672e-24	5.0445534776876116e-23
364	ZNF460_M07727_2.00	chr17:39246016-39246028	-1.0	1.4042654220543672e-24	5.0445534776876116e-23
365	ZNF460_M07727_2.00	chr17:39451640-39451652	-1.0	1.4042654220543672e-24	5.0445534776876116e-23
366	ZNF460_M07727_2.00	chr17:39451790-39451802	-1.0	1.4042654220543672e-24	5.0445534776876116e-23
404	ZNF460_M07727_2.00	chr19:3285661-3285673	-1.0	1.4042654220543672e-24	5.0445534776876116e-23
20	ZNF460_M07727_2.00	chr1:24932327-24932339	1.0	1.4042654220543672e-24	5.0445534776876116e-23
24	ZNF460_M07727_2.00	chr1:31830278-31830290	-1.0	1.4042654220543672e-24	5.0445534776876116e-23
76	ZNF460_M07727_2.00	chr2:112726856-112726868	1.0	1.4042654220543672e-24	5.0445534776876116e-23
172	ZNF460_M07727_2.00	chr7:816258-816270	1.0	1.4042654220543672e-24	5.0445534776876116e-23
174	ZNF460_M07727_2.00	chr7:945564-945576	-1.0	1.4042654220543672e-24	5.0445534776876116e-23
239	ZNF460_M07727_2.00	chr9:129141050-129141062	1.0	1.4042654220543672e-24	5.0445534776876116e-23
532	ZNF460_MA1596.1	chr15:40843907-40843923	1.0	1.4042654220543672e-24	6.798296719710259e-23
568	ZNF460_MA1596.1	chr16:23642011-23642027	1.0	1.4042654220543672e-24	6.798296719710259e-23
614	ZNF460_MA1596.1	chr17:39246014-39246030	-1.0	1.4042654220543672e-24	6.798296719710259e-23
616	ZNF460_MA1596.1	chr17:39451638-39451654	-1.0	1.4042654220543672e-24	6.798296719710259e-23
617	ZNF460_MA1596.1	chr17:39451794-39451810	-1.0	1.4042654220543672e-24	6.798296719710259e-23
689	ZNF460_MA1596.1	chr19:10252192-10252208	1.0	1.4042654220543672e-24	6.798296719710259e-23
691	ZNF460_MA1596.1	chr19:10593818-10593834	-1.0	1.4042654220543672e-24	6.798296719710259e-23
725	ZNF460_MA1596.1	chr19:39539999-39540015	1.0	1.4042654220543672e-24	6.798296719710259e-23
22	ZNF460_MA1596.1	chr1:31830276-31830292	-1.0	1.4042654220543672e-24	6.798296719710259e-23
755	ZNF460_MA1596.1	chr20:48224966-48224982	1.0	1.4042654220543672e-24	6.798296719710259e-23
771	ZNF460_MA1596.1	chr20:63658831-63658847	-1.0	1.4042654220543672e-24	6.798296719710259e-23
797	ZNF460_MA1596.1	chr22:36506810-36506826	1.0	1.4042654220543672e-24	6.798296719710259e-23
106	ZNF460_MA1596.1	chr2:112726854-112726870	1.0	1.4042654220543672e-24	6.798296719710259e-23
204	ZNF460_MA1596.1	chr5:151599151-151599167	1.0	1.4042654220543672e-24	6.798296719710259e-23
212	ZNF460_MA1596.1	chr6:7588581-7588597	1.0	1.4042654220543672e-24	6.798296719710259e-23
257	ZNF460_MA1596.1	chr7:945562-945578	-1.0	1.4042654220543672e-24	6.798296719710259e-23
335	ZNF460_MA1596.1	chr8:143277457-143277473	1.0	1.4042654220543672e-24	6.798296719710259e-23
777	ZNF467_M08260_2.00	chr11:69123148-69123169	-1.0	1.4042654220543672e-24	1.2726155387367705e-22
848	ZNF467_M08260_2.00	chr12:117159904-117159925	-1.0	1.4042654220543672e-24	1.2726155387367705e-22
949	ZNF467_M08260_2.00	chr15:38251506-38251527	-1.0	1.4042654220543672e-24	1.2726155387367705e-22
951	ZNF467_M08260_2.00	chr15:40843909-40843930	1.0	1.4042654220543672e-24	1.2726155387367705e-22
1077	ZNF467_M08260_2.00	chr17:39246007-39246028	-1.0	1.4042654220543672e-24	1.2726155387367705e-22
1078	ZNF467_M08260_2.00	chr17:39451787-39451808	-1.0	1.4042654220543672e-24	1.2726155387367705e-22
1231	ZNF467_M08260_2.00	chr19:18000910-18000931	1.0	1.4042654220543672e-24	1.2726155387367705e-22
1248	ZNF467_M08260_2.00	chr19:39154927-39154948	1.0	1.4042654220543672e-24	1.2726155387367705e-22
2	ZNF467_M08260_2.00	chr1:977051-977072	1.0	1.4042654220543672e-24	1.2726155387367705e-22
1411	ZNF467_M08260_2.00	chr22:46487532-46487553	1.0	1.4042654220543672e-24	1.2726155387367705e-22
221	ZNF467_M08260_2.00	chr2:109146835-109146856	1.0	1.4042654220543672e-24	1.2726155387367705e-22
436	ZNF467_M08260_2.00	chr6:30259793-30259814	1.0	1.4042654220543672e-24	1.2726155387367705e-22
440	ZNF467_M08260_2.00	chr6:31139096-31139117	1.0	1.4042654220543672e-24	1.2726155387367705e-22
636	ZNF467_M08260_2.00	chr8:144798566-144798587	1.0	1.4042654220543672e-24	1.2726155387367705e-22
566	ZNF467_M08260_2.00	chr8:8227979-8228000	-1.0	1.4042654220543672e-24	1.2726155387367705e-22
666	ZNF467_M08260_2.00	chr9:129141036-129141057	1.0	1.4042654220543672e-24	1.2726155387367705e-22
386	ZNF467_M08358_2.00	chr11:118919040-118919052	-1.0	1.4042654220543672e-24	7.626241445926025e-23
379	ZNF467_M08358_2.00	chr11:69123154-69123166	-1.0	1.4042654220543672e-24	7.626241445926025e-23
467	ZNF467_M08358_2.00	chr15:69358555-69358567	-1.0	1.4042654220543672e-24	7.626241445926025e-23
558	ZNF467_M08358_2.00	chr17:73283927-73283939	1.0	1.4042654220543672e-24	7.626241445926025e-23
578	ZNF467_M08358_2.00	chr18:74204789-74204801	1.0	1.4042654220543672e-24	7.626241445926025e-23
589	ZNF467_M08358_2.00	chr19:3285659-3285671	-1.0	1.4042654220543672e-24	7.626241445926025e-23
49	ZNF467_M08358_2.00	chr1:183734871-183734883	1.0	1.4042654220543672e-24	7.626241445926025e-23
1	ZNF467_M08358_2.00	chr1:977051-977063	1.0	1.4042654220543672e-24	7.626241445926025e-23
645	ZNF467_M08358_2.00	chr20:34026061-34026073	1.0	1.4042654220543672e-24	7.626241445926025e-23
677	ZNF467_M08358_2.00	chr22:27627134-27627146	-1.0	1.4042654220543672e-24	7.626241445926025e-23
208	ZNF467_M08358_2.00	chr6:29942575-29942587	1.0	1.4042654220543672e-24	7.626241445926025e-23
251	ZNF467_M08358_2.00	chr7:33062172-33062184	1.0	1.4042654220543672e-24	7.626241445926025e-23
327	ZNF467_M08358_2.00	chr9:129141046-129141058	1.0	1.4042654220543672e-24	7.626241445926025e-23
385	ZNF468_M07754_2.00	chr15:69358556-69358568	-1.0	1.4042654220543672e-24	6.354301034796012e-23
402	ZNF468_M07754_2.00	chr16:23642013-23642025	1.0	1.4042654220543672e-24	6.354301034796012e-23
411	ZNF468_M07754_2.00	chr16:88785252-88785264	-1.0	1.4042654220543672e-24	6.354301034796012e-23
423	ZNF468_M07754_2.00	chr17:39451640-39451652	-1.0	1.4042654220543672e-24	6.354301034796012e-23
60	ZNF468_M07754_2.00	chr1:203792578-203792590	-1.0	1.4042654220543672e-24	6.354301034796012e-23
26	ZNF468_M07754_2.00	chr1:24932327-24932339	1.0	1.4042654220543672e-24	6.354301034796012e-23
1	ZNF468_M07754_2.00	chr1:977049-977061	1.0	1.4042654220543672e-24	6.354301034796012e-23
140	ZNF468_M07754_2.00	chr4:128525505-128525517	1.0	1.4042654220543672e-24	6.354301034796012e-23
193	ZNF468_M07754_2.00	chr7:816258-816270	1.0	1.4042654220543672e-24	6.354301034796012e-23
245	ZNF468_M07754_2.00	chr8:143246499-143246511	1.0	1.4042654220543672e-24	6.354301034796012e-23
247	ZNF468_M07754_2.00	chr8:144275607-144275619	-1.0	1.4042654220543672e-24	6.354301034796012e-23
273	ZNF468_M07754_2.00	chr9:129496192-129496204	1.0	1.4042654220543672e-24	6.354301034796012e-23
189	ZNF479_M07673_2.00	chr17:79797744-79797762	-1.0	1.4042654220543672e-24	5.710679383021093e-23
197	ZNF479_M07673_2.00	chr18:79680120-79680138	1.0	1.4042654220543672e-24	5.710679383021093e-23
204	ZNF479_M07673_2.00	chr19:16218544-16218562	1.0	1.4042654220543672e-24	5.710679383021093e-23
23	ZNF479_M07673_2.00	chr1:223500574-223500592	1.0	1.4042654220543672e-24	5.710679383021093e-23
6	ZNF479_M07673_2.00	chr1:26354194-26354212	-1.0	1.4042654220543672e-24	5.710679383021093e-23
55	ZNF479_M07673_2.00	chr3:194853365-194853383	-1.0	1.4042654220543672e-24	5.710679383021093e-23
169	ZNF480_M07745_2.00	chr15:98088627-98088639	-1.0	1.4042654220543672e-24	1.5517132913700757e-22
84	ZNF480_M07745_2.00	chr7:35231365-35231377	1.0	1.4042654220543672e-24	1.5517132913700757e-22
162	ZNF483_M07638_2.00	chr11:287694-287709	1.0	1.4042654220543672e-24	6.342598822945559e-23
178	ZNF483_M07638_2.00	chr12:62603389-62603404	1.0	1.4042654220543672e-24	6.342598822945559e-23
208	ZNF483_M07638_2.00	chr16:87853585-87853600	1.0	1.4042654220543672e-24	6.342598822945559e-23
2	ZNF483_M07638_2.00	chr1:16707545-16707560	-1.0	1.4042654220543672e-24	6.342598822945559e-23
67	ZNF483_M07638_2.00	chr4:186381156-186381171	1.0	1.4042654220543672e-24	6.342598822945559e-23
110	ZNF483_M07638_2.00	chr7:100004388-100004403	1.0	1.4042654220543672e-24	6.342598822945559e-23
375	ZNF484_M07581_2.00	chr11:69123155-69123176	-1.0	1.4042654220543672e-24	7.377794486639482e-23
450	ZNF484_M07581_2.00	chr15:52679754-52679775	1.0	1.4042654220543672e-24	7.377794486639482e-23
460	ZNF484_M07581_2.00	chr15:74375405-74375426	1.0	1.4042654220543672e-24	7.377794486639482e-23
573	ZNF484_M07581_2.00	chr19:18000907-18000928	1.0	1.4042654220543672e-24	7.377794486639482e-23
592	ZNF484_M07581_2.00	chr19:49802215-49802236	1.0	1.4042654220543672e-24	7.377794486639482e-23
653	ZNF484_M07581_2.00	chr22:35349850-35349871	1.0	1.4042654220543672e-24	7.377794486639482e-23
661	ZNF484_M07581_2.00	chr22:43436545-43436566	1.0	1.4042654220543672e-24	7.377794486639482e-23
184	ZNF484_M07581_2.00	chr5:90940824-90940845	-1.0	1.4042654220543672e-24	7.377794486639482e-23
233	ZNF484_M07581_2.00	chr6:157531236-157531257	-1.0	1.4042654220543672e-24	7.377794486639482e-23
251	ZNF484_M07581_2.00	chr7:33062171-33062192	1.0	1.4042654220543672e-24	7.377794486639482e-23
252	ZNF484_M07581_2.00	chr7:35231364-35231385	1.0	1.4042654220543672e-24	7.377794486639482e-23
679	ZNF484_M07581_2.00	chrX:102516810-102516831	-1.0	1.4042654220543672e-24	7.377794486639482e-23
671	ZNF484_M07581_2.00	chrX:1661601-1661622	-1.0	1.4042654220543672e-24	7.377794486639482e-23
90	ZNF485_M07741_2.00	chr10:79403880-79403895	-1.0	1.4042654220543672e-24	7.583033279093584e-23
103	ZNF485_M07741_2.00	chr11:113384849-113384864	-1.0	1.4042654220543672e-24	7.583033279093584e-23
30	ZNF485_M07741_2.00	chr3:100492439-100492454	1.0	1.4042654220543672e-24	7.583033279093584e-23
82	ZNF486_M07775_2.00	chr16:23642014-23642027	1.0	1.4042654220543672e-24	3.4544929382537436e-23
86	ZNF486_M07775_2.00	chr16:88755290-88755303	1.0	1.4042654220543672e-24	3.4544929382537436e-23
88	ZNF486_M07775_2.00	chr17:39451641-39451654	-1.0	1.4042654220543672e-24	3.4544929382537436e-23
17	ZNF486_M07775_2.00	chr2:200741990-200742003	-1.0	1.4042654220543672e-24	3.4544929382537436e-23
